id,supplier_id,product_id,quantity,unit_price,total_price,status,priority,created_at,updated_at,warehouse,notes
ord_21443,sup_370,prod_2397,35,119.57,4184.95,pending,medium,2023-01-25T15:50:36Z,2023-01-25T15:50:36Z,warehouse_west,Urgent restock needed
ord_21444,sup_143,prod_0968,41,389.51,13414.01,pending,medium,2023-09-10T23:18:53Z,2023-09-10T23:18:53Z,warehouse_south,Approved by regional manager
ord_21445,sup_042,prod_4028,116,43.29,5021.64,pending,low,2023-04-19T22:40:23Z,2023-04-19T22:40:23Z,warehouse_north,Free samples for evaluation
ord_21446,sup_042,prod_2429,112,2693.49,301670.88,delivered,medium,2024-12-27T22:52:44Z,2025-01-06T22:52:44Z,warehouse_central,Urgent restock needed
ord_21447,sup_348,prod_1908,16,194.85,3117.6,delivered,high,2024-02-10T20:43:57Z,2024-02-24T20:43:57Z,warehouse_west,
ord_21448,sup_042,prod_4966,65,8.34,542.1,delivered,medium,2023-01-24T13:06:27Z,2023-01-30T13:06:27Z,warehouse_central,New vendor trial order
ord_21449,sup_081,prod_0674,11,19.1,210.1,delivered,medium,2023-01-31T17:44:00Z,2023-02-13T17:44:00Z,warehouse_north,Warehouse transfer
ord_21450,sup_060,prod_0811,191,32.81,6266.71,delivered,low,2023-03-14T15:58:04Z,2023-03-27T15:58:04Z,warehouse_south,
ord_21451,sup_117,prod_2833,47,165.39,7773.33,delivered,low,2024-12-23T09:16:13Z,2024-12-30T09:16:13Z,warehouse_east,After-hours emergency order
ord_21452,sup_183,prod_3226,182,25.39,4620.98,approved,medium,2024-01-10T12:03:40Z,2024-01-11T12:03:40Z,warehouse_north,Warehouse transfer
ord_21453,sup_014,prod_1100,5,262.16,1310.8,shipped,high,2024-07-10T18:38:14Z,2024-07-14T18:38:14Z,warehouse_west,New vendor trial order
ord_21454,sup_352,prod_0952,-4,50.65,202.6,delivered,low,2023-01-26T23:25:14Z,2023-02-03T23:25:14Z,warehouse_south,Hold for supplier confirmation
ord_21455,sup_041,prod_1972,65,152.66,9922.9,approved,medium,2024-02-29T11:39:47Z,2024-03-03T11:39:47Z,warehouse_north,Pending quality check
ord_21456,sup_428,prod_3605,164,42.87,7030.68,pending,medium,2024-04-18T08:48:21Z,2024-04-18T08:48:21Z,warehouse_central,Customer backorder fulfillment
ord_21457,sup_042,prod_4384,9,26.95,242.55,approved,medium,2023-12-02T13:09:41Z,2023-12-05T13:09:41Z,warehouse_east,Priority shipment requested
ord_21458,sup_042,prod_1304,27,1.3,35.1,delivered,low,2024-06-07T04:23:15Z,2024-06-15T04:23:15Z,warehouse_central,Quality inspection required
ord_21459,sup_403,prod_4189,107,17.82,1906.74,delivered,medium,2023-12-02T11:28:51Z,2023-12-12T11:28:51Z,warehouse_east,Hold for supplier confirmation
ord_21460,sup_350,prod_1331,113,83.69,9456.97,approved,medium,2024-12-24T19:26:12Z,2024-12-25T19:26:12Z,warehouse_south,Seasonal stock preparation
ord_21461,sup_042,prod_1827,116,2924.09,339194.44,delivered,medium,2023-01-04T00:24:35Z,2023-01-17T00:24:35Z,warehouse_west,Replacement for defective batch
ord_21462,sup_310,prod_2631,188,23.93,4498.84,cancelled,high,2024-09-12T21:05:50Z,2024-09-13T21:05:50Z,warehouse_central,
ord_21463,sup_482,prod_3123,23,5.5,126.5,delivered,low,2023-01-25T12:31:29Z,2023-02-01T12:31:29Z,warehouse_south,Priority shipment requested
ord_21464,sup_036,prod_4123,37,35.45,1311.65,pending,low,2024-11-05T14:11:10Z,2024-11-05T14:11:10Z,,Quality inspection required
ord_21465,sup_495,prod_4153,48,371.41,17827.68,delivered,medium,2023-01-02T02:54:29Z,2023-01-16T02:54:29Z,warehouse_east,
ord_21466,sup_437,prod_0968,127,398.17,50567.59,pending,medium,2024-12-13T11:29:26Z,2024-12-13T11:29:26Z,warehouse_central,
ord_21467,sup_341,prod_1226,78,22.83,1780.74,cancelled,high,2024-12-15T01:28:30Z,2024-12-17T01:28:30Z,warehouse_west,Approved by regional manager
ord_21468,sup_123,prod_1688,130,60.95,7923.5,pending,critical,2023-04-17T10:03:57Z,2023-04-17T10:03:57Z,warehouse_north,Seasonal stock preparation
ord_21469,sup_015,prod_1564,36,9.5,342,delivered,medium,2023-08-09T00:11:12Z,2023-08-17T00:11:12Z,warehouse_west,Seasonal stock preparation
ord_21470,sup_108,prod_4642,128,27.23,3485.44,cancelled,high,2024-01-09T01:53:18Z,2024-01-12T01:53:18Z,warehouse_south,Return - damaged items
ord_21471,sup_149,prod_3779,114,40.77,4647.78,approved,medium,2023-11-20T21:45:54Z,2023-11-21T21:45:54Z,warehouse_south,New vendor trial order
ord_21472,sup_046,prod_0707,76,19.31,1467.56,delivered,low,2023-12-02T23:14:30Z,2023-12-14T23:14:30Z,warehouse_south,
ord_21473,sup_395,prod_0477,109,270.66,29501.94,approved,low,2023-07-11T00:46:18Z,2023-07-12T00:46:18Z,warehouse_north,Sample evaluation
ord_21474,sup_301,prod_1147,147,31.03,4561.41,cancelled,low,2024-02-05T20:57:53Z,2024-02-14T20:57:53Z,warehouse_north,Pending quality check
ord_21475,sup_040,prod_1502,85,9.1,773.5,shipped,medium,2023-10-18T18:28:01Z,2023-10-21T18:28:01Z,warehouse_west,Sample evaluation
ord_21476,sup_247,prod_4209,1,2969.74,2969.74,delivered,medium,2024-08-10T07:42:11Z,2024-08-17T07:42:11Z,warehouse_west,Quality inspection required
ord_21477,sup_042,prod_1874,11,163.62,1799.82,delivered,medium,2023-07-10T19:00:10Z,2023-07-20T19:00:10Z,warehouse_west,After-hours emergency order
ord_21478,sup_055,prod_2358,112,45.67,5115.04,approved,medium,2023-02-17T03:27:30Z,2023-02-20T03:27:30Z,warehouse_west,Replacement for defective batch
ord_21479,sup_127,prod_0840,29,36.06,1045.74,pending,medium,2023-12-27T05:42:50Z,2023-12-27T05:42:50Z,warehouse_west,Customer backorder fulfillment
ord_21480,sup_189,prod_0886,150,138.01,20701.5,approved,low,2024-10-07T05:57:18Z,2024-10-10T05:57:18Z,warehouse_central,Free samples for evaluation
ord_21481,sup_167,prod_3760,176,505.97,89050.72,delivered,low,2024-01-25T13:22:07Z,2024-02-03T13:22:07Z,warehouse_east,Approved by regional manager
ord_21482,sup_072,prod_3291,179,38.03,6807.37,delivered,low,2023-10-27T14:33:16Z,2023-11-06T14:33:16Z,warehouse_west,Priority shipment requested
ord_21483,sup_365,prod_4992,111,128.37,14249.07,approved,low,2024-01-02T14:12:25Z,2024-01-05T14:12:25Z,warehouse_central,Free samples for evaluation
ord_21484,sup_267,prod_1452,196,64.94,12728.24,shipped,low,2024-09-16T09:16:04Z,2024-09-23T09:16:04Z,warehouse_east,
ord_21485,sup_133,prod_1390,87,5854.45,509337.15,shipped,low,2024-01-05T03:10:14Z,2024-01-07T03:10:14Z,warehouse_south,Seasonal stock preparation
ord_21486,sup_331,prod_1443,103,23.84,2455.52,delivered,low,2023-02-23T11:30:26Z,2023-03-09T11:30:26Z,warehouse_north,Priority shipment requested
ord_21487,sup_012,prod_1077,132,13.64,1800.48,rejected,low,2023-10-06T20:02:37Z,2023-10-07T20:02:37Z,warehouse_north,Urgent restock needed
ord_21488,sup_281,prod_0194,79,59.17,4674.43,delivered,medium,2024-04-21T14:45:22Z,2024-04-26T14:45:22Z,warehouse_east,Hold for supplier confirmation
ord_21489,sup_378,prod_4278,193,17.75,3425.75,delivered,medium,2023-02-15T06:01:34Z,2023-02-21T06:01:34Z,warehouse_central,After-hours emergency order
ord_21490,sup_197,prod_4614,100,151.98,15198,pending,high,2024-10-08T03:58:12Z,2024-10-08T03:58:12Z,warehouse_central,Approved by regional manager
ord_21491,sup_125,prod_1141,-22,23.58,518.76,shipped,high,2023-08-09T02:31:56Z,2023-08-16T02:31:56Z,warehouse_south,Urgent restock needed
ord_21492,sup_101,prod_0659,59,2.58,152.22,cancelled,medium,2024-05-13T14:38:39Z,2024-05-22T14:38:39Z,warehouse_west,
ord_21493,sup_273,prod_3730,132,63.9,7083.24,approved,low,2023-07-21T18:21:42Z,2023-07-22T18:21:42Z,warehouse_north,Priority shipment requested
ord_21494,sup_112,prod_0260,196,59.18,11599.28,shipped,medium,2023-12-30T14:20:11Z,2024-01-04T14:20:11Z,warehouse_east,After-hours emergency order
ord_21495,sup_111,prod_2286,104,5.27,548.08,delivered,medium,2024-12-08T08:30:36Z,2024-12-15T08:30:36Z,warehouse_central,
ord_21496,sup_444,prod_4833,184,418.78,77055.52,cancelled,medium,2023-08-03T04:07:10Z,2023-08-11T04:07:10Z,warehouse_north,Quality inspection required
ord_21497,sup_250,prod_1457,78,38.87,3031.86,shipped,medium,2024-01-08T22:36:50Z,2024-01-13T22:36:50Z,warehouse_west,Seasonal stock preparation
ord_21498,sup_348,prod_1143,191,46.09,8803.19,delivered,medium,2023-12-11T04:56:01Z,2023-12-24T04:56:01Z,warehouse_west,Hold for supplier confirmation
ord_21499,sup_204,prod_0303,134,540.43,72417.62,delivered,high,2023-11-21T04:22:10Z,2023-11-26T04:22:10Z,warehouse_south,Sample evaluation
ord_21500,sup_420,prod_1279,84,2922.93,245526.12,delivered,low,2024-08-30T21:42:36Z,2024-09-07T21:42:36Z,warehouse_central,Urgent restock needed
ord_21501,sup_221,prod_2402,31,388.99,12058.69,delivered,medium,2023-04-23T16:54:46Z,2023-05-07T16:54:46Z,,Quality inspection required
ord_21502,sup_479,prod_3498,38,40.25,1529.5,delivered,medium,2024-06-19T00:39:53Z,2024-07-03T00:39:53Z,warehouse_east,New vendor trial order
ord_21503,sup_314,prod_4939,133,2217.59,294939.47,shipped,low,2024-11-30T05:40:33Z,2024-12-06T05:40:33Z,warehouse_south,Quality inspection required
ord_21504,sup_035,prod_0739,55,34.37,1890.35,shipped,medium,2024-06-18T06:40:51Z,2024-06-24T06:40:51Z,warehouse_west,Free samples for evaluation
ord_21505,sup_119,prod_0624,87,3317.43,288616.41,approved,high,2023-11-22T18:27:59Z,2023-11-24T18:27:59Z,warehouse_south,New vendor trial order
ord_21506,sup_042,prod_4811,100,36.66,3666,delivered,medium,2023-02-27T20:03:26Z,2023-03-11T20:03:26Z,warehouse_east,Free samples for evaluation
ord_21507,sup_169,prod_1481,175,34.36,6013,cancelled,medium,2023-05-14T18:22:55Z,2023-05-24T18:22:55Z,warehouse_south,
ord_21508,sup_175,prod_0014,140,4297.19,601606.6,shipped,medium,2023-12-22T12:19:45Z,2023-12-25T12:19:45Z,warehouse_north,
ord_21509,sup_271,prod_4983,60,278.1,16686,pending,medium,2024-01-05T23:12:20Z,2024-01-05T23:12:20Z,warehouse_south,Pending quality check
ord_21510,sup_461,prod_2902,106,436.19,46236.14,delivered,critical,2024-01-12T12:38:31Z,2024-01-17T12:38:31Z,warehouse_south,Urgent restock needed
ord_21511,sup_419,prod_0464,178,209.14,37226.92,cancelled,medium,2024-12-28T18:41:12Z,2025-01-07T18:41:12Z,warehouse_south,Warehouse transfer
ord_21512,sup_291,prod_0273,106,29.2,3095.2,approved,low,2024-05-03T19:24:36Z,2024-05-04T19:24:36Z,warehouse_west,Return - damaged items
ord_21513,sup_042,prod_3887,23,229.25,5272.75,rejected,high,2023-04-13T10:48:50Z,2023-04-18T10:48:50Z,,After-hours emergency order
ord_21514,sup_409,prod_1750,38,6.99,265.62,approved,medium,2023-01-08T00:57:58Z,2023-01-10T00:57:58Z,warehouse_central,
ord_21515,sup_042,prod_1742,103,2194.28,226010.84,shipped,low,2024-12-26T15:49:16Z,2024-12-31T15:49:16Z,warehouse_east,Quality inspection required
ord_21516,sup_446,prod_2268,90,194.45,17500.5,delivered,medium,2024-03-16T17:30:23Z,2024-03-29T17:30:23Z,warehouse_east,Seasonal stock preparation
ord_21517,sup_114,prod_1876,74,3.94,291.56,delivered,low,2024-10-31T22:28:42Z,2024-11-06T22:28:42Z,warehouse_south,
ord_21518,sup_042,prod_3606,126,3925.37,494596.62,delivered,high,2024-01-13T21:37:05Z,2024-01-19T21:37:05Z,warehouse_central,Customer backorder fulfillment
ord_21519,sup_416,prod_2290,200,70.11,14022,pending,medium,2023-01-18T19:15:52Z,2023-01-18T19:15:52Z,warehouse_west,Hold for supplier confirmation
ord_21520,sup_033,prod_2415,83,1107.59,91929.97,delivered,low,2023-01-17T08:59:57Z,2023-01-28T08:59:57Z,warehouse_central,Replacement for defective batch
ord_21521,sup_072,prod_2482,70,15.85,1109.5,delivered,low,2024-01-02T06:23:16Z,2024-01-09T06:23:16Z,warehouse_north,Sample evaluation
ord_21522,sup_042,prod_0479,100,275.98,27598,approved,medium,2023-09-30T11:25:28Z,2023-10-02T11:25:28Z,warehouse_north,
ord_21523,sup_164,prod_3527,172,5.27,906.44,approved,low,2023-04-10T19:57:04Z,2023-04-11T19:57:04Z,warehouse_south,Free samples for evaluation
ord_21524,sup_168,prod_4184,110,21.03,2313.3,delivered,high,2024-10-11T22:36:40Z,2024-10-25T22:36:40Z,warehouse_central,Approved by regional manager
ord_21525,sup_096,prod_4591,9,68.03,612.27,delivered,medium,2023-07-09T00:10:17Z,2023-07-14T00:10:17Z,warehouse_west,Urgent restock needed
ord_21526,sup_057,prod_2613,153,60.03,9184.59,approved,high,2024-06-15T21:40:28Z,2024-06-18T21:40:28Z,warehouse_east,Pending quality check
ord_21527,sup_220,prod_0033,18,274.68,4944.24,pending,high,2024-12-23T20:55:22Z,2024-12-23T20:55:22Z,warehouse_central,Customer backorder fulfillment
ord_21528,sup_177,prod_3026,136,3586.81,487806.16,delivered,high,2023-10-11T22:51:23Z,2023-10-24T22:51:23Z,warehouse_west,Seasonal stock preparation
ord_21529,sup_387,prod_1030,177,176.08,31166.16,approved,low,2024-03-01T07:20:34Z,2024-03-04T07:20:34Z,warehouse_west,
ord_21530,sup_163,prod_4008,118,1895.2,223633.6,shipped,medium,2024-07-12T03:03:12Z,2024-07-09T03:03:12Z,,Regular monthly order
ord_21531,sup_150,prod_0893,184,143.31,26369.04,pending,medium,2023-01-21T11:18:36Z,2023-01-21T11:18:36Z,warehouse_south,
ord_21532,sup_165,prod_3664,10,13.94,139.4,delivered,medium,2023-03-22T20:43:55Z,2023-04-02T20:43:55Z,warehouse_central,
ord_21533,sup_158,prod_1209,123,10.57,1300.11,delivered,medium,2023-07-31T05:06:44Z,2023-08-12T05:06:44Z,warehouse_east,Pending quality check
ord_21534,sup_011,prod_2922,119,42.89,5103.91,rejected,high,2023-12-21T09:55:03Z,2023-12-24T09:55:03Z,warehouse_central,Seasonal stock preparation
ord_21535,sup_364,prod_3598,19,3.42,64.98,rejected,high,2024-05-22T01:43:38Z,2024-05-24T01:43:38Z,warehouse_north,After-hours emergency order
ord_21536,sup_139,prod_0499,24,20.26,486.24,shipped,high,2023-11-21T14:20:56Z,2023-11-24T14:20:56Z,warehouse_central,
ord_21537,sup_497,prod_4588,71,28.17,2000.07,approved,low,2023-07-25T00:02:04Z,2023-07-27T00:02:04Z,warehouse_central,Warehouse transfer
ord_21538,sup_042,prod_1708,44,12.71,559.24,delivered,low,2024-06-23T00:38:29Z,2024-07-05T00:38:29Z,warehouse_south,Customer backorder fulfillment
ord_21539,sup_488,prod_4681,182,18.85,3430.7,delivered,low,2024-01-31T22:42:05Z,2024-02-12T22:42:05Z,warehouse_south,Urgent restock needed
ord_21540,sup_214,prod_1635,55,3.89,213.95,shipped,medium,2024-04-11T21:59:21Z,2024-04-13T21:59:21Z,warehouse_north,Customer backorder fulfillment
ord_21541,sup_123,prod_3010,138,89.15,12302.7,shipped,medium,2023-01-25T23:27:26Z,2023-01-29T23:27:26Z,warehouse_central,
ord_21542,sup_257,prod_2489,103,275.5,28376.5,pending,medium,2024-02-01T01:08:51Z,2024-02-01T01:08:51Z,warehouse_south,Quality inspection required
ord_21543,sup_355,prod_0747,179,12.14,2173.06,approved,high,2024-06-28T06:19:45Z,2024-06-30T06:19:45Z,warehouse_west,Warehouse transfer
ord_21544,sup_341,prod_2490,130,7.26,943.8,cancelled,medium,2024-07-14T09:14:58Z,2024-07-21T09:14:58Z,warehouse_central,Warehouse transfer
ord_21545,sup_409,prod_0910,40,39.1,1564,cancelled,medium,2023-09-18T03:33:21Z,2023-09-24T03:33:21Z,warehouse_central,Regular monthly order
ord_21546,sup_058,prod_1625,138,26.97,3721.86,approved,medium,2024-11-12T21:51:46Z,2024-11-13T21:51:46Z,warehouse_south,Return - damaged items
ord_21547,sup_015,prod_2774,189,429.21,81120.69,delivered,medium,2024-10-12T09:54:06Z,2024-10-25T09:54:06Z,warehouse_central,After-hours emergency order
ord_21548,sup_411,prod_1432,159,9.75,1550.25,approved,high,2024-12-18T19:49:26Z,2024-12-21T19:49:26Z,warehouse_west,New vendor trial order
ord_21549,sup_436,prod_4378,175,39.27,6872.25,shipped,low,2024-05-03T04:50:49Z,2024-05-06T04:50:49Z,warehouse_east,
ord_21550,sup_146,prod_0828,195,0.34,66.3,shipped,critical,2024-12-05T18:41:26Z,2024-12-08T18:41:26Z,warehouse_east,Warehouse transfer
ord_21551,sup_075,prod_0269,170,0.44,74.8,approved,high,2023-12-25T09:12:43Z,2023-12-28T09:12:43Z,warehouse_south,
ord_21552,sup_364,prod_1774,47,86.43,4062.21,delivered,high,2024-12-04T09:31:53Z,2024-12-11T09:31:53Z,warehouse_north,Regular monthly order
ord_21553,sup_366,prod_4434,111,16.6,1842.6,pending,medium,2023-12-26T10:02:26Z,2023-12-26T10:02:26Z,warehouse_east,Customer backorder fulfillment
ord_21554,sup_494,prod_4836,37,3976.84,147143.08,delivered,low,2023-09-05T05:47:32Z,2023-09-14T05:47:32Z,warehouse_west,
ord_21555,sup_500,prod_2705,134,3277.41,439172.94,rejected,medium,2023-08-31T18:28:20Z,2023-09-01T18:28:20Z,warehouse_east,Hold for supplier confirmation
ord_21556,sup_338,prod_4884,1,3289.75,3289.75,shipped,medium,2023-12-26T10:44:08Z,2023-12-30T10:44:08Z,warehouse_central,Customer backorder fulfillment
ord_21557,sup_042,prod_0986,9,16.01,144.09,approved,medium,2024-06-27T17:48:49Z,2024-06-29T17:48:49Z,warehouse_west,
ord_21558,sup_377,prod_3038,5,21.35,106.75,pending,medium,2024-03-10T02:21:01Z,2024-03-10T02:21:01Z,warehouse_central,Urgent restock needed
ord_21559,sup_042,prod_0018,166,257.22,42698.52,delivered,medium,2023-09-01T13:06:19Z,2023-09-10T13:06:19Z,warehouse_south,Quality inspection required
ord_21560,sup_075,prod_3856,147,9.6,1411.2,rejected,low,2023-12-17T13:44:24Z,2023-12-19T13:44:24Z,,After-hours emergency order
ord_21561,sup_266,prod_4594,79,4.88,385.52,delivered,low,2023-01-30T23:23:26Z,2023-02-12T23:23:26Z,warehouse_east,
ord_21562,sup_327,prod_4617,4,38.11,152.44,cancelled,medium,2024-01-01T14:22:29Z,2024-01-10T14:22:29Z,warehouse_north,
ord_21563,sup_178,prod_0364,102,10,1020,delivered,medium,2023-08-07T20:16:26Z,2023-08-14T20:16:26Z,warehouse_central,
ord_21564,sup_138,prod_2458,74,1245.76,92186.24,approved,medium,2023-01-16T10:16:22Z,2023-01-17T10:16:22Z,warehouse_south,Sample evaluation
ord_21565,sup_187,prod_2915,26,409.09,10636.34,cancelled,critical,2024-11-14T10:53:34Z,2024-11-19T10:53:34Z,warehouse_east,
ord_21566,sup_074,prod_4553,19,1.57,29.83,delivered,medium,2023-12-22T15:37:58Z,2024-01-03T15:37:58Z,warehouse_central,Approved by regional manager
ord_21567,sup_042,prod_0454,80,133.55,10684,approved,medium,2023-01-11T07:58:46Z,2023-01-12T07:58:46Z,warehouse_west,Priority shipment requested
ord_21568,sup_045,prod_0809,186,31.33,5827.38,approved,medium,2023-04-19T15:39:09Z,2023-04-21T15:39:09Z,warehouse_east,Quality inspection required
ord_21569,sup_136,prod_3973,1,180.11,180.11,approved,medium,2023-12-01T17:23:44Z,2023-12-04T17:23:44Z,warehouse_north,Sample evaluation
ord_21570,sup_445,prod_3685,164,289.65,47502.6,shipped,low,2024-06-01T19:49:24Z,2024-06-04T19:49:24Z,warehouse_south,
ord_21571,sup_180,prod_1532,45,498.83,22447.35,cancelled,medium,2023-06-03T16:44:43Z,2023-06-12T16:44:43Z,warehouse_north,
ord_21572,sup_049,prod_3803,41,33.16,1359.56,approved,medium,2024-11-06T06:38:05Z,2024-11-09T06:38:05Z,warehouse_central,Pending quality check
ord_21573,sup_319,prod_3157,189,53.77,10162.53,approved,low,2024-12-28T06:47:04Z,2024-12-29T06:47:04Z,warehouse_west,Approved by regional manager
ord_21574,sup_042,prod_0196,150,35.62,5343,pending,medium,2023-09-21T20:40:21Z,2023-09-21T20:40:21Z,warehouse_south,New vendor trial order
ord_21575,sup_181,prod_3686,62,3614.49,224098.38,approved,low,2023-09-19T08:59:22Z,2023-09-22T08:59:22Z,warehouse_north,Replacement for defective batch
ord_21576,sup_249,prod_2220,65,17.58,1142.7,shipped,low,2024-12-06T08:19:28Z,2024-12-12T08:19:28Z,warehouse_north,
ord_21577,sup_009,prod_4990,180,27.83,5009.4,delivered,low,2023-12-21T01:37:42Z,2023-12-29T01:37:42Z,warehouse_central,Hold for supplier confirmation
ord_21578,sup_158,prod_1266,142,36.37,5164.54,cancelled,medium,2023-10-23T17:23:21Z,2023-10-23T17:23:21Z,warehouse_east,Customer backorder fulfillment
ord_21579,sup_429,prod_0844,128,41.44,5304.32,approved,low,2024-11-16T13:58:22Z,2024-11-18T13:58:22Z,warehouse_west,
ord_21580,sup_075,prod_1767,107,46.99,5027.93,pending,medium,2024-10-10T12:26:03Z,2024-10-10T12:26:03Z,warehouse_central,
ord_21581,sup_042,prod_2468,46,29.45,1354.7,shipped,medium,2023-06-13T13:46:38Z,2023-06-15T13:46:38Z,warehouse_west,Warehouse transfer
ord_21582,sup_146,prod_3162,198,177.64,35172.72,delivered,low,2023-12-28T05:55:00Z,2024-01-03T05:55:00Z,warehouse_west,Priority shipment requested
ord_21583,sup_238,prod_1838,185,105.38,19495.3,pending,medium,2023-01-19T03:10:38Z,2023-01-19T03:10:38Z,warehouse_east,Regular monthly order
ord_21584,sup_472,prod_2492,135,1.88,253.8,shipped,low,2024-01-03T07:06:15Z,2024-01-08T07:06:15Z,warehouse_south,
ord_21585,sup_122,prod_0327,18,77.71,1398.78,delivered,medium,2024-01-12T06:15:29Z,2024-01-25T06:15:29Z,warehouse_east,Sample evaluation
ord_21586,sup_345,prod_3371,71,50.46,3582.66,delivered,low,2024-12-22T07:55:38Z,2025-01-04T07:55:38Z,warehouse_north,After-hours emergency order
ord_21587,sup_418,prod_1375,130,223.78,29091.4,rejected,high,2024-04-01T00:13:54Z,2024-04-03T00:13:54Z,warehouse_south,Free samples for evaluation
ord_21588,sup_042,prod_1091,4,305.99,1223.96,delivered,medium,2023-10-08T22:07:24Z,2023-10-20T22:07:24Z,warehouse_central,Quality inspection required
ord_21589,sup_218,prod_0809,81,30.63,2481.03,cancelled,low,2023-11-04T04:02:48Z,2023-11-14T04:02:48Z,warehouse_east,
ord_21590,sup_312,prod_0851,34,447.67,15220.78,delivered,medium,2023-12-02T02:06:44Z,2023-12-10T02:06:44Z,warehouse_north,Customer backorder fulfillment
ord_21591,sup_459,prod_2246,54,6.32,341.28,pending,high,2024-05-26T16:01:33Z,2024-05-26T16:01:33Z,warehouse_central,Urgent restock needed
ord_21592,sup_356,prod_3401,194,32.42,6289.48,shipped,low,2024-06-05T06:35:41Z,2024-06-08T06:35:41Z,warehouse_west,
ord_21593,sup_488,prod_1390,105,5788.56,607798.8,delivered,critical,2024-12-06T07:37:39Z,2024-12-19T07:37:39Z,warehouse_central,Warehouse transfer
ord_21594,sup_411,prod_2083,116,38.53,4469.48,delivered,high,2023-03-19T00:07:15Z,2023-03-24T00:07:15Z,warehouse_south,
ord_21595,sup_314,prod_2481,34,376.65,12806.1,shipped,medium,2024-12-06T05:58:52Z,2024-12-09T05:58:52Z,warehouse_south,Urgent restock needed
ord_21596,sup_042,prod_0711,63,185.28,11672.64,delivered,medium,2024-11-11T14:59:31Z,2024-11-19T14:59:31Z,warehouse_south,
ord_21597,sup_256,prod_0468,144,273.46,39378.24,delivered,medium,2023-01-09T02:37:08Z,2023-01-20T02:37:08Z,warehouse_central,"<div onmouseover=""alert(1)"">hover me</div>"
ord_21598,sup_201,prod_2167,18,10.16,182.88,shipped,low,2024-07-19T06:26:56Z,2024-07-26T06:26:56Z,warehouse_south,Urgent restock needed
ord_21599,sup_382,prod_3782,197,14.76,2907.72,delivered,medium,2024-06-16T05:00:49Z,2024-06-30T05:00:49Z,warehouse_east,Replacement for defective batch
ord_21600,sup_255,prod_2846,24,13.78,330.72,shipped,medium,2023-05-28T10:52:09Z,2023-06-04T10:52:09Z,warehouse_west,Approved by regional manager
ord_21601,sup_440,prod_3606,163,3536.04,576374.52,delivered,critical,2024-04-07T08:27:22Z,2024-04-14T08:27:22Z,warehouse_west,
ord_21602,sup_042,prod_1373,147,3693.63,542963.61,delivered,low,2024-11-11T01:54:20Z,2024-11-17T01:54:20Z,warehouse_central,Quality inspection required
ord_21603,sup_338,prod_1673,87,64.9,5646.3,approved,medium,2023-07-11T06:23:55Z,2023-07-14T06:23:55Z,warehouse_south,
ord_21604,sup_156,prod_3276,82,56.23,4610.86,approved,medium,2024-01-14T11:37:34Z,2024-01-17T11:37:34Z,warehouse_north,Warehouse transfer
ord_21605,sup_035,prod_0165,160,23.31,3729.6,pending,low,2023-08-30T02:35:16Z,2023-08-30T02:35:16Z,warehouse_south,
ord_21606,sup_300,prod_3686,195,2693.57,525246.15,delivered,medium,2023-11-15T01:38:22Z,2023-11-20T01:38:22Z,warehouse_central,After-hours emergency order
ord_21607,sup_358,prod_0009,44,45.36,1995.84,approved,medium,2023-08-18T15:22:47Z,2023-08-19T15:22:47Z,warehouse_south,Seasonal stock preparation
ord_21608,sup_042,prod_3639,61,61.38,3744.18,pending,medium,2024-01-31T10:32:37Z,2024-01-31T10:32:37Z,warehouse_central,
ord_21609,sup_178,prod_4989,39,1.88,73.32,approved,low,2024-09-01T21:46:22Z,2024-09-02T21:46:22Z,warehouse_north,New vendor trial order
ord_21610,sup_275,prod_3892,169,44.37,7498.53,delivered,medium,2024-09-21T05:48:37Z,2024-09-29T05:48:37Z,warehouse_north,New vendor trial order
ord_21611,sup_125,prod_1303,73,68.17,4976.41,approved,high,2024-12-30T06:44:45Z,2024-12-31T06:44:45Z,warehouse_central,Return - damaged items
ord_21612,sup_008,prod_3018,159,273.86,43543.74,approved,low,2024-03-24T18:00:11Z,2024-03-27T18:00:11Z,warehouse_east,New vendor trial order
ord_21613,sup_099,prod_4536,41,44.76,1835.16,approved,medium,2023-01-06T10:06:45Z,2023-01-07T10:06:45Z,warehouse_south,Warehouse transfer
ord_21614,sup_277,prod_1404,80,34.81,2784.8,pending,low,2023-10-10T05:59:05Z,2023-10-10T05:59:05Z,warehouse_central,Regular monthly order
ord_21615,sup_424,prod_2657,155,55.41,8588.55,pending,medium,2024-12-03T11:28:39Z,2024-12-03T11:28:39Z,warehouse_west,Seasonal stock preparation
ord_21616,sup_316,prod_2903,181,50.77,9189.37,delivered,medium,2024-10-08T21:14:10Z,2024-10-17T21:14:10Z,warehouse_east,
ord_21617,sup_148,prod_3592,46,44.19,2032.74,pending,low,2023-01-30T13:44:22Z,2023-01-30T13:44:22Z,warehouse_west,Free samples for evaluation
ord_21618,sup_281,prod_3575,96,6.99,671.04,delivered,medium,2023-01-17T20:50:51Z,2023-01-31T20:50:51Z,warehouse_central,
ord_21619,sup_494,prod_2961,174,15.22,2648.28,cancelled,medium,2023-06-13T03:27:50Z,2023-06-13T03:27:50Z,warehouse_east,
ord_21620,sup_457,prod_0349,114,23.26,2651.64,delivered,high,2023-11-09T14:47:31Z,2023-11-20T14:47:31Z,warehouse_central,
